"uniq_id","year","q1","q2y","ed","wc1","wc3","wc2","r4a","r5","r6","r12","r15","q5b","prov","municipio","municipio_label","colrecon6","colrecon7","colrecon8","colrecon18","centro","ur","l1","colpaz4a","colpaz6a","colpropaz5","colwc5","colwc6","colwc7","colwc8","colwc9","colpropaz6","coljp5","colconce1","colrecon3","colconce7","coldis35f","colrecon12","colpropaz11a","colpact1","colpropaz13k","coljepaa1","colconce6","prov_label","rebel_controlled"
NA,2013,"Men",37,11,99,2,1,1,0,0,1,0,2,"808",8001,"Barranquilla",5,6,6,NA,0,1,2,1,1,3,2,2,2,2,2,2,6,6,6,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",78,5,2,2,2,1,0,0,1,1,4,"808",8001,"Barranquilla",2,7,7,NA,0,1,5,1,1,3,2,2,2,2,2,3,1,1,7,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",19,11,2,2,2,1,1,0,1,1,4,"808",8001,"Barranquilla",2,4,5,NA,0,1,9,1,1,3,2,2,2,2,1,3,2,6,7,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",30,14,1,1,1,1,0,1,1,1,2,"808",8001,"Barranquilla",2,4,5,NA,0,1,6,1,1,1,2,2,2,2,1,2,1,2,5,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",69,5,2,2,2,1,0,1,1,0,1,"808",8001,"Barranquilla",1,8,10,NA,0,1,10,1,2,3,2,2,2,2,2,3,5,7,7,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",23,11,2,2,2,1,0,1,1,1,4,"808",8001,"Barranquilla",3,4,6,NA,0,1,7,2,2,3,2,2,2,2,2,3,2,2,4,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",22,11,2,2,2,1,0,1,1,0,1,"808",8001,"Barranquilla",5,7,7,NA,0,1,5,1,2,3,2,2,2,2,2,2,7,3,1,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",39,11,2,2,2,1,0,0,1,0,2,"808",8001,"Barranquilla",3,3,5,NA,0,1,7,2,2,1,2,2,2,2,2,1,3,4,3,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",76,0,2,2,2,1,0,0,1,0,1,"808",8001,"Barranquilla",3,1,1,NA,0,1,8,1,2,3,2,2,2,2,2,2,3,3,5,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",21,11,2,2,2,1,0,1,1,0,3,"808",8001,"Barranquilla",2,1,1,NA,1,1,6,2,2,1,2,2,2,2,2,1,4,3,6,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",31,10,2,2,2,1,0,0,0,0,1,"808",8001,"Barranquilla",5,6,7,NA,0,1,10,1,2,2,2,2,2,2,2,3,5,4,4,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",58,2,2,2,2,0,0,0,1,0,1,"808",8001,"Barranquilla",2,3,2,NA,0,1,10,1,2,2,2,2,2,2,2,3,4,3,5,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",25,11,2,1,2,1,0,1,1,1,2,"808",8001,"Barranquilla",4,5,7,NA,0,1,5,2,1,3,2,2,2,2,2,3,5,5,6,NA,98,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",36,13,2,2,2,1,0,0,1,1,1,"808",8001,"Barranquilla",3,3,5,NA,0,1,5,1,2,1,2,2,2,2,2,1,3,3,5,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",54,14,2,2,2,1,0,1,1,1,2,"808",8001,"Barranquilla",5,4,5,NA,0,1,4,1,2,1,2,2,2,2,2,2,1,2,5,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",23,13,2,2,2,1,0,1,1,1,4,"808",8001,"Barranquilla",8,10,10,NA,1,1,5,2,1,3,2,2,2,2,2,1,3,1,3,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",30,17,2,2,1,1,0,0,1,0,1,"808",8001,"Barranquilla",10,6,7,NA,0,1,6,2,2,1,2,2,2,2,2,1,7,1,6,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",60,3,2,2,2,0,0,1,1,1,1,"808",8001,"Barranquilla",6,7,7,NA,0,1,7,1,1,1,2,2,2,2,2,1,2,5,4,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",19,11,2,1,1,1,1,1,1,1,1,"808",8001,"Barranquilla",10,10,10,NA,0,1,6,1,1,1,2,2,2,2,2,1,1,1,7,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",36,11,2,2,2,1,0,0,1,1,3,"808",8001,"Barranquilla",3,2,2,NA,0,1,98,1,2,3,2,2,2,2,2,3,4,4,3,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",56,14,2,2,2,1,0,1,1,1,1,"808",8001,"Barranquilla",7,8,8,NA,0,1,8,1,1,1,2,2,2,2,2,2,4,3,5,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",22,16,2,2,2,1,1,1,1,1,1,"808",8001,"Barranquilla",3,5,5,NA,0,1,5,1,1,3,2,2,2,2,2,2,6,5,6,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",40,16,2,2,2,1,0,0,1,0,1,"808",8001,"Barranquilla",1,7,8,NA,1,1,9,1,2,1,2,2,2,2,2,1,1,4,1,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",72,5,2,2,2,1,0,0,1,1,1,"808",8001,"Barranquilla",1,6,8,NA,0,1,3,2,2,3,2,2,2,2,2,3,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",20,12,2,2,2,1,0,1,1,1,1,"808",8001,"Barranquilla",5,7,7,NA,0,1,3,2,2,3,2,2,2,2,2,3,1,1,7,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",33,17,2,2,2,1,1,1,1,1,1,"808",8001,"Barranquilla",3,8,8,NA,0,1,8,1,2,2,2,2,2,2,2,1,1,1,7,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",51,15,2,2,1,1,1,1,1,1,2,"808",8001,"Barranquilla",1,8,10,NA,1,1,5,1,2,3,2,2,2,2,1,3,7,7,6,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",23,16,2,2,2,1,0,1,1,1,3,"808",8001,"Barranquilla",8,10,10,NA,0,1,3,1,1,1,2,2,2,2,2,2,3,2,5,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",53,14,2,2,2,1,0,1,1,1,1,"808",8001,"Barranquilla",5,6,7,NA,1,1,4,2,1,1,2,1,2,2,2,1,5,6,5,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",33,13,1,2,2,1,0,1,1,1,4,"808",8001,"Barranquilla",1,7,7,NA,0,1,5,2,2,2,2,2,2,2,2,2,1,1,4,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",36,14,1,2,2,1,1,1,1,1,1,"808",8001,"Barranquilla",5,6,5,NA,1,1,5,1,1,3,2,2,2,1,2,3,1,1,7,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",57,17,2,2,2,1,0,1,1,1,4,"808",8001,"Barranquilla",1,2,4,NA,0,1,8,1,1,1,2,2,2,2,2,1,4,7,7,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",25,14,2,2,2,1,1,1,1,1,1,"808",8001,"Barranquilla",3,3,3,NA,0,1,3,2,2,1,2,2,2,2,2,1,2,2,5,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",30,12,2,2,2,1,0,1,1,1,2,"808",8001,"Barranquilla",1,98,98,NA,0,1,98,2,2,98,2,2,2,2,2,2,3,1,1,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",57,14,2,2,2,1,1,1,1,1,2,"808",8001,"Barranquilla",2,4,98,NA,0,1,1,1,2,1,2,2,2,2,2,3,1,2,3,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",27,12,1,2,2,1,1,1,1,1,2,"808",8001,"Barranquilla",3,3,3,NA,0,1,7,1,1,1,2,2,2,2,2,2,2,3,5,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",24,16,1,2,1,1,1,1,1,1,2,"808",8001,"Barranquilla",7,8,10,NA,0,1,2,1,1,1,1,2,1,2,1,2,1,3,7,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",30,16,2,2,2,1,1,1,1,1,1,"808",8001,"Barranquilla",5,5,5,NA,0,1,3,1,1,1,2,2,2,2,2,2,1,1,6,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",61,16,2,2,2,1,1,1,1,1,1,"808",8001,"Barranquilla",8,9,9,NA,0,1,8,1,1,1,2,2,2,2,2,1,2,6,7,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",19,11,2,2,2,1,0,1,1,1,1,"808",8001,"Barranquilla",1,1,1,NA,0,1,5,2,1,2,2,2,2,2,1,2,1,1,7,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",31,14,2,1,1,1,1,1,1,1,1,"808",8001,"Barranquilla",9,9,9,NA,0,1,1,1,2,3,2,1,2,2,2,1,2,2,2,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",45,17,2,2,2,1,0,1,1,1,1,"808",8001,"Barranquilla",4,5,5,NA,0,1,98,1,1,2,2,2,2,2,2,1,7,4,6,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",30,17,2,2,2,1,1,0,1,1,3,"808",8001,"Barranquilla",8,8,8,NA,0,1,5,1,1,1,2,2,2,2,2,1,4,4,6,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",60,16,2,2,2,1,1,1,1,1,4,"808",8001,"Barranquilla",5,10,10,NA,0,1,5,1,1,1,2,2,2,2,2,1,1,4,7,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",19,11,2,2,2,1,0,1,1,1,4,"808",8001,"Barranquilla",1,4,5,NA,0,1,6,2,2,1,2,2,2,2,2,3,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",32,17,2,2,2,1,1,1,1,1,1,"808",8001,"Barranquilla",3,5,5,NA,0,1,5,1,1,1,2,2,2,2,2,1,1,1,6,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",47,13,1,1,1,1,1,1,1,1,1,"808",8001,"Barranquilla",1,5,5,NA,0,1,5,1,2,3,2,2,2,2,1,1,2,2,4,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",20,13,2,2,2,1,0,1,1,1,4,"808",8001,"Barranquilla",3,8,8,NA,1,1,8,1,1,1,2,2,2,2,2,1,3,7,7,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",28,9,2,2,2,1,0,0,1,0,1,"808",8436,"Manatí",9,10,10,NA,0,1,9,1,2,1,2,2,2,2,2,1,7,7,5,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",41,6,2,2,2,1,0,0,1,0,4,"808",8436,"Manatí",5,7,7,NA,0,1,7,1,2,1,2,2,2,2,2,2,2,2,6,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",48,11,2,2,2,1,0,1,1,0,2,"808",8436,"Manatí",1,7,8,NA,0,1,5,1,1,1,2,2,2,2,2,2,1,2,7,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",28,11,2,1,1,0,0,0,1,0,1,"808",8436,"Manatí",1,5,8,NA,0,1,5,2,1,3,2,2,2,2,2,1,7,7,2,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",38,8,2,2,2,1,0,0,1,0,1,"808",8436,"Manatí",1,3,5,NA,0,1,1,2,2,1,2,2,2,2,2,1,5,7,1,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",43,4,2,2,2,1,0,1,1,0,4,"808",8436,"Manatí",1,3,2,NA,0,1,9,2,1,1,2,2,2,2,2,1,3,2,7,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",20,11,2,2,2,1,0,1,1,0,1,"808",8436,"Manatí",5,4,4,NA,0,1,7,1,1,1,2,98,2,2,2,1,2,3,5,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",31,14,2,2,2,1,0,1,1,0,3,"808",8436,"Manatí",1,4,4,NA,0,1,4,1,1,1,2,2,2,2,2,1,2,2,7,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",46,3,2,2,2,1,0,1,1,0,4,"808",8436,"Manatí",2,1,2,NA,0,1,9,1,2,1,2,2,2,2,2,2,2,4,7,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",24,11,2,2,2,1,0,1,1,1,1,"808",8436,"Manatí",5,7,6,NA,1,1,7,1,1,98,2,2,2,2,2,98,2,4,3,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",36,17,2,2,2,1,0,1,1,1,1,"808",8436,"Manatí",1,4,4,NA,0,1,4,2,1,1,2,2,2,2,2,1,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",44,5,2,2,2,1,0,1,1,0,3,"808",8436,"Manatí",5,7,7,NA,0,1,5,2,1,1,2,2,2,2,2,1,3,4,6,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",21,8,2,2,2,1,0,0,0,0,4,"808",8436,"Manatí",8,7,7,NA,0,2,8,1,1,1,2,2,2,2,2,1,1,3,6,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",40,0,2,2,2,1,0,1,0,0,4,"808",8436,"Manatí",3,5,4,NA,0,2,98,1,1,1,2,2,2,2,2,1,4,3,7,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",48,0,2,2,2,1,0,1,1,0,4,"808",8436,"Manatí",6,6,6,NA,0,2,8,1,2,1,2,2,2,2,2,2,4,3,7,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",25,8,2,2,2,1,0,1,0,0,3,"808",8436,"Manatí",3,4,6,NA,0,2,3,1,1,2,2,2,2,2,2,3,3,4,7,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",40,11,2,2,2,1,0,0,0,1,1,"808",8436,"Manatí",2,3,3,NA,0,2,5,1,2,1,2,2,2,2,2,1,3,3,5,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",57,0,2,2,2,1,0,1,0,0,1,"808",8436,"Manatí",3,8,8,NA,0,2,5,1,2,1,2,2,2,2,2,2,2,4,7,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",25,10,2,2,2,0,0,0,0,0,3,"808",8436,"Manatí",2,8,7,NA,0,2,8,1,1,2,2,2,2,2,1,1,2,3,2,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",37,12,1,2,1,1,0,1,0,1,2,"808",8436,"Manatí",1,6,7,NA,0,2,5,2,2,1,2,2,1,2,1,1,3,6,6,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",65,5,2,2,2,1,0,1,1,0,4,"808",8436,"Manatí",2,4,4,NA,0,2,10,1,2,2,2,2,2,2,2,1,2,3,1,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",20,5,2,2,1,1,0,0,0,0,2,"808",8436,"Manatí",8,10,9,NA,0,2,3,1,1,2,2,1,2,2,2,2,7,5,3,NA,0,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",32,7,2,2,2,1,0,1,0,0,1,"808",8436,"Manatí",2,7,6,NA,0,2,8,1,2,2,2,2,2,2,2,2,5,4,6,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Women",45,8,2,2,2,1,0,0,0,0,1,"808",8436,"Manatí",10,6,6,NA,0,2,1,2,1,3,2,2,2,2,2,3,1,3,3,NA,1,NA,NA,NA,NA,NA,NA,"Atlántico",0
NA,2013,"Men",21,8,1,2,1,1,0,1,1,1,1,"813",13001,"Cartagena",1,6,6,NA,1,1,5,2,98,3,1,2,1,2,2,3,7,7,4,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",39,6,2,2,2,1,0,0,1,0,3,"813",13001,"Cartagena",1,1,1,NA,1,1,6,2,1,1,2,2,2,2,2,1,1,1,5,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",63,5,2,2,2,1,0,0,1,0,1,"813",13001,"Cartagena",5,6,7,NA,1,1,6,1,2,2,2,2,2,2,2,2,2,1,5,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",22,9,2,2,2,1,0,0,1,0,2,"813",13001,"Cartagena",4,4,5,NA,1,1,4,2,1,3,2,2,2,2,2,3,2,2,6,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",31,11,2,2,2,1,0,1,1,0,1,"813",13001,"Cartagena",6,5,5,NA,1,1,98,2,2,1,2,2,2,2,2,1,1,1,3,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",52,9,2,2,2,1,0,0,1,0,1,"813",13001,"Cartagena",2,5,5,NA,0,1,98,98,2,98,2,2,2,2,2,98,98,98,98,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",26,11,1,2,1,1,0,0,1,1,1,"813",13001,"Cartagena",3,8,8,NA,0,1,5,1,1,1,1,2,2,1,1,3,2,5,6,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",30,13,2,2,2,1,0,1,1,1,1,"813",13001,"Cartagena",8,8,8,NA,0,1,8,1,1,1,2,2,2,2,2,1,2,2,6,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",44,14,2,2,2,1,0,1,1,1,2,"813",13001,"Cartagena",6,7,9,NA,1,1,8,1,1,1,2,2,2,2,2,1,4,3,4,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",23,13,2,2,2,1,0,0,1,1,4,"813",13001,"Cartagena",6,7,7,NA,0,1,98,2,2,2,2,2,2,2,2,2,3,3,4,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",40,14,2,2,2,1,0,0,1,1,1,"813",13001,"Cartagena",5,7,7,NA,0,1,8,2,2,3,2,2,2,2,2,3,5,6,5,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",42,11,2,2,2,1,0,1,1,0,1,"813",13001,"Cartagena",2,3,3,NA,1,1,98,1,98,1,2,2,2,2,2,1,2,1,2,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",23,16,1,2,1,1,0,1,1,0,2,"813",13001,"Cartagena",1,3,3,NA,0,1,10,2,2,1,2,2,2,2,2,1,1,1,98,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",33,9,2,2,2,1,0,0,1,0,1,"813",13001,"Cartagena",6,7,7,NA,1,1,5,2,2,3,2,2,2,2,2,3,2,6,4,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",54,5,2,2,2,1,0,1,1,0,1,"813",13001,"Cartagena",1,10,10,NA,0,1,98,1,1,1,2,2,2,2,2,1,2,5,7,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",23,16,2,2,2,1,0,1,1,1,4,"813",13001,"Cartagena",10,10,10,NA,0,1,6,2,2,3,2,2,2,2,2,3,4,4,4,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",30,11,2,2,2,1,0,1,1,1,1,"813",13001,"Cartagena",1,2,2,NA,1,1,98,2,2,3,2,2,2,2,2,3,2,2,5,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",52,9,2,2,2,1,0,1,1,0,2,"813",13001,"Cartagena",2,3,3,NA,1,1,6,2,2,2,2,2,2,2,2,2,4,4,3,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",19,11,2,2,2,1,1,1,1,0,1,"813",13001,"Cartagena",7,8,8,NA,0,1,8,1,1,2,2,2,2,2,2,2,3,3,6,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",31,16,2,2,2,1,1,1,1,1,3,"813",13001,"Cartagena",7,8,8,NA,0,1,6,2,2,3,2,2,2,2,2,3,1,1,7,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",60,15,1,1,1,1,0,1,1,0,1,"813",13001,"Cartagena",1,10,10,NA,1,1,10,1,2,2,2,2,1,1,1,1,7,5,2,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",20,11,1,2,2,1,0,1,1,1,1,"813",13001,"Cartagena",1,6,6,NA,0,1,4,2,2,2,2,2,2,2,2,2,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",29,14,2,2,2,0,0,1,1,1,3,"813",13001,"Cartagena",4,5,5,NA,0,1,5,2,2,3,2,2,2,2,2,3,1,1,5,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",60,14,2,2,2,1,1,1,1,1,1,"813",13001,"Cartagena",1,3,3,NA,0,1,7,1,2,3,2,2,2,2,2,3,2,4,3,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",27,11,1,2,2,1,0,1,0,0,4,"813",13430,"Magangué",1,5,6,NA,1,1,3,2,2,3,2,2,2,2,2,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",33,11,2,2,2,1,0,0,0,1,3,"813",13430,"Magangué",8,9,9,NA,0,1,5,1,1,1,2,2,2,2,2,1,3,5,2,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",68,3,1,2,2,1,0,1,1,0,1,"813",13430,"Magangué",1,1,1,NA,0,1,98,2,2,3,2,2,2,2,2,2,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",23,16,1,2,2,1,0,0,1,1,1,"813",13430,"Magangué",1,4,4,NA,1,1,4,1,2,1,1,2,1,2,2,1,5,5,3,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",40,5,2,2,2,1,0,0,1,0,4,"813",13430,"Magangué",2,1,1,NA,0,1,7,1,1,2,2,2,2,2,2,2,2,2,2,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",47,14,1,2,1,1,0,0,1,0,1,"813",13430,"Magangué",4,5,5,NA,1,1,5,1,1,1,2,2,2,2,2,1,3,3,6,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",20,10,2,2,2,1,0,0,1,0,1,"813",13430,"Magangué",6,7,7,NA,0,1,4,1,1,2,2,2,2,2,2,1,5,5,6,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",29,15,2,2,1,1,0,1,1,1,2,"813",13430,"Magangué",1,1,1,NA,0,1,8,2,2,3,2,2,2,2,1,3,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",43,11,2,2,2,1,0,1,1,1,1,"813",13430,"Magangué",3,3,3,NA,1,1,7,2,2,3,2,2,2,2,2,3,3,4,1,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",22,11,2,2,2,1,0,0,0,0,2,"813",13430,"Magangué",3,5,5,NA,0,1,5,2,2,1,2,2,2,2,2,1,1,1,6,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",34,13,1,2,2,1,0,1,1,1,1,"813",13430,"Magangué",2,4,5,NA,0,1,98,1,2,3,2,2,2,2,2,3,1,1,7,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",53,16,1,2,1,1,1,1,1,0,1,"813",13430,"Magangué",3,7,7,NA,0,1,5,1,1,2,2,2,1,1,1,2,3,3,3,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",21,11,2,2,2,1,0,0,0,0,1,"813",13430,"Magangué",8,8,9,NA,0,1,7,1,1,1,2,2,2,2,2,1,5,4,4,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",32,11,2,2,2,0,0,0,1,0,1,"813",13430,"Magangué",10,10,10,NA,0,1,5,1,1,1,2,2,2,2,2,1,1,1,7,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",64,3,1,2,2,1,0,0,1,0,1,"813",13430,"Magangué",1,3,3,NA,1,1,8,1,2,2,2,2,2,2,2,2,2,2,2,NA,98,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",21,11,1,1,1,1,0,1,1,0,1,"813",13430,"Magangué",1,5,5,NA,1,1,5,1,1,2,2,2,2,2,1,2,3,3,4,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",35,11,1,2,1,1,0,1,1,0,1,"813",13430,"Magangué",1,1,1,NA,0,1,8,2,2,2,1,2,1,2,1,3,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",48,5,2,2,2,1,0,1,1,0,2,"813",13430,"Magangué",3,5,5,NA,0,1,8,98,1,3,2,2,2,2,2,3,2,3,2,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",21,5,2,2,2,1,0,1,1,0,3,"813",13430,"Magangué",1,3,3,NA,0,2,5,1,1,2,2,2,2,2,1,1,4,4,1,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",28,10,2,2,2,1,0,1,1,0,3,"813",13430,"Magangué",1,3,3,NA,1,2,3,1,1,1,2,2,2,2,2,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Men",60,5,2,2,2,1,0,0,0,0,1,"813",13430,"Magangué",5,5,6,NA,0,2,7,1,1,1,2,2,2,2,2,1,3,5,2,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
NA,2013,"Women",20,11,2,2,1,1,0,0,0,0,1,"813",13430,"Magangué",2,4,6,NA,0,2,98,1,1,1,2,2,2,2,1,1,4,6,3,NA,0,NA,NA,NA,NA,NA,NA,"Bolívar",0
